ru-index,piste,nimi,x_gk25,y_gk25,aika,vuosi,ha,pa,ka,ra,la,mp,rv,autot,a-index,Onnett_id,Vuosi,Kk,Kuolleet,Loukkaant,Vakavuusko,Tunti,Ontyyppi,Onluokka,Osallkm,Nopraj,Kvl,Raskaskvl,Tietyö,Katuosoite
0,A01,LAUTTASAAREN SILTA,25494426,6672169,1,2011,171,12,2,0,11,0,0,196,,,,,,,,,,,,,,,,
1,A01,LAUTTASAAREN SILTA,25494426,6672169,2,2011,120,9,2,0,7,0,0,138,,,,,,,,,,,,,,,,
2,A01,LAUTTASAAREN SILTA,25494426,6672169,3,2011,128,9,2,0,8,0,0,147,,,,,,,,,,,,,,,,
3,A01,LAUTTASAAREN SILTA,25494426,6672169,4,2011,111,9,2,0,7,0,0,129,,,,,,,,,,,,,,,,
4,A01,LAUTTASAAREN SILTA,25494426,6672169,5,2011,55,4,0,0,3,0,0,62,,,,,,,,,,,,,,,,
5,A01,LAUTTASAAREN SILTA,25494426,6672169,6,2011,132,9,2,0,8,0,0,151,,,,,,,,,,,,,,,,
6,A01,LAUTTASAAREN SILTA,25494426,6672169,7,2011,350,39,17,0,83,4,0,489,,,,,,,,,,,,,,,,
7,A01,LAUTTASAAREN SILTA,25494426,6672169,8,2011,663,148,24,0,75,17,0,910,,,,,,,,,,,,,,,,
8,A01,LAUTTASAAREN SILTA,25494426,6672169,9,2011,953,99,32,2,77,10,0,1163,,,,,,,,,,,,,,,,
9,A01,LAUTTASAAREN SILTA,25494426,6672169,10,2011,656,110,34,1,58,13,0,859,,,,,,,,,,,,,,,,
10,A01,LAUTTASAAREN SILTA,25494426,6672169,11,2011,573,139,37,10,26,10,0,785,,,,,,,,,,,,,,,,
11,A01,LAUTTASAAREN SILTA,25494426,6672169,12,2011,620,117,28,2,36,15,0,803,,,,,,,,,,,,,,,,
12,A01,LAUTTASAAREN SILTA,25494426,6672169,13,2011,722,144,39,1,37,6,0,943,,,,,,,,,,,,,,,,
13,A01,LAUTTASAAREN SILTA,25494426,6672169,14,2011,755,138,34,1,47,7,0,975,,,,,,,,,,,,,,,,
14,A01,LAUTTASAAREN SILTA,25494426,6672169,15,2011,788,142,31,0,62,16,0,1023,,,,,,,,,,,,,,,,
15,A01,LAUTTASAAREN SILTA,25494426,6672169,16,2011,923,94,11,0,65,33,0,1093,,,,,,,,,,,,,,,,
16,A01,LAUTTASAAREN SILTA,25494426,6672169,17,2011,1102,74,7,0,69,35,0,1252,,,,,,,,,,,,,,,,
17,A01,LAUTTASAAREN SILTA,25494426,6672169,18,2011,983,40,3,0,58,32,0,1084,,,,,,,,,,,,,,,,
18,A01,LAUTTASAAREN SILTA,25494426,6672169,19,2011,800,51,2,1,53,25,0,907,,,,,,,,,,,,,,,,
19,A01,LAUTTASAAREN SILTA,25494426,6672169,20,2011,859,54,11,1,54,8,0,979,,,,,,,,,,,,,,,,
20,A01,LAUTTASAAREN SILTA,25494426,6672169,21,2011,728,54,11,0,45,3,0,838,,,,,,,,,,,,,,,,
21,A01,LAUTTASAAREN SILTA,25494426,6672169,22,2011,640,49,9,0,39,0,0,737,,,,,,,,,,,,,,,,
22,A01,LAUTTASAAREN SILTA,25494426,6672169,23,2011,385,30,6,0,23,0,0,444,,,,,,,,,,,,,,,,
23,A01,LAUTTASAAREN SILTA,25494426,6672169,24,2011,297,22,4,0,18,0,0,341,,,,,,,,,,,,,,,,
24,A01,LAUTTASAAREN SILTA,25494426,6672169,1,2012,99,7,2,0,7,0,0,115,,,,,,,,,,,,,,,,
25,A01,LAUTTASAAREN SILTA,25494426,6672169,2,2012,60,4,1,0,4,0,0,69,,,,,,,,,,,,,,,,
26,A01,LAUTTASAAREN SILTA,25494426,6672169,3,2012,35,2,0,0,2,0,0,39,,,,,,,,,,,,,,,,
27,A01,LAUTTASAAREN SILTA,25494426,6672169,4,2012,30,2,0,0,2,0,0,34,,,,,,,,,,,,,,,,
28,A01,LAUTTASAAREN SILTA,25494426,6672169,5,2012,34,2,0,0,2,0,0,38,,,,,,,,,,,,,,,,
29,A01,LAUTTASAAREN SILTA,25494426,6672169,6,2012,97,6,2,0,6,0,0,111,,,,,,,,,,,,,,,,
30,A01,LAUTTASAAREN SILTA,25494426,6672169,7,2012,243,28,11,0,58,4,0,340,,,,,,,,,,,,,,,,
31,A01,LAUTTASAAREN SILTA,25494426,6672169,8,2012,718,91,36,0,69,20,0,914,,,,,,,,,,,,,,,,
32,A01,LAUTTASAAREN SILTA,25494426,6672169,9,2012,1256,111,20,2,67,22,0,1456,,,,,,,,,,,,,,,,
33,A01,LAUTTASAAREN SILTA,25494426,6672169,10,2012,907,126,34,1,60,30,0,1128,,,,,,,,,,,,,,,,
34,A01,LAUTTASAAREN SILTA,25494426,6672169,11,2012,679,136,26,10,48,5,0,899,,,,,,,,,,,,,,,,
35,A01,LAUTTASAAREN SILTA,25494426,6672169,12,2012,829,155,33,2,47,12,0,1066,,,,,,,,,,,,,,,,
36,A01,LAUTTASAAREN SILTA,25494426,6672169,13,2012,791,138,29,0,42,11,0,1000,,,,,,,,,,,,,,,,
37,A01,LAUTTASAAREN SILTA,25494426,6672169,14,2012,766,133,31,0,56,20,0,986,,,,,,,,,,,,,,,,
38,A01,LAUTTASAAREN SILTA,25494426,6672169,15,2012,774,113,34,2,56,26,0,979,,,,,,,,,,,,,,,,
39,A01,LAUTTASAAREN SILTA,25494426,6672169,16,2012,949,111,14,1,61,35,0,1136,,,,,,,,,,,,,,,,
40,A01,LAUTTASAAREN SILTA,25494426,6672169,17,2012,1177,83,6,3,76,40,0,1345,,,,,,,,,,,,,,,,
41,A01,LAUTTASAAREN SILTA,25494426,6672169,18,2012,1096,72,7,1,75,39,0,1251,,,,,,,,,,,,,,,,
42,A01,LAUTTASAAREN SILTA,25494426,6672169,19,2012,903,46,5,1,66,24,0,1021,,,,,,,,,,,,,,,,
43,A01,LAUTTASAAREN SILTA,25494426,6672169,20,2012,690,44,10,1,42,8,0,787,,,,,,,,,,,,,,,,
44,A01,LAUTTASAAREN SILTA,25494426,6672169,21,2012,593,44,9,0,36,3,0,682,,,,,,,,,,,,,,,,
45,A01,LAUTTASAAREN SILTA,25494426,6672169,22,2012,363,27,5,0,22,0,0,417,,,,,,,,,,,,,,,,
46,A01,LAUTTASAAREN SILTA,25494426,6672169,23,2012,199,15,4,0,12,0,0,230,,,,,,,,,,,,,,,,
47,A01,LAUTTASAAREN SILTA,25494426,6672169,24,2012,119,9,2,0,8,0,0,138,,,,,,,,,,,,,,,,
48,A01,LAUTTASAAREN SILTA,25494426,6672169,1,2013,113,8,2,0,8,0,0,131,,,,,,,,,,,,,,,,
49,A01,LAUTTASAAREN SILTA,25494426,6672169,2,2013,59,4,1,0,4,0,0,68,,,,,,,,,,,,,,,,
50,A01,LAUTTASAAREN SILTA,25494426,6672169,3,2013,46,4,0,0,3,0,0,53,,,,,,,,,,,,,,,,
51,A01,LAUTTASAAREN SILTA,25494426,6672169,4,2013,41,4,0,0,2,0,0,47,,,,,,,,,,,,,,,,
52,A01,LAUTTASAAREN SILTA,25494426,6672169,5,2013,47,4,0,0,3,0,0,54,,,,,,,,,,,,,,,,
53,A01,LAUTTASAAREN SILTA,25494426,6672169,6,2013,60,4,0,0,3,0,0,67,,,,,,,,,,,,,,,,
54,A01,LAUTTASAAREN SILTA,25494426,6672169,7,2013,153,16,8,0,38,4,0,215,,,,,,,,,,,,,,,,
55,A01,LAUTTASAAREN SILTA,25494426,6672169,8,2013,450,59,22,0,43,20,0,574,,,,,,,,,,,,,,,,
56,A01,LAUTTASAAREN SILTA,25494426,6672169,9,2013,1075,95,17,2,57,22,0,1246,,,,,,,,,,,,,,,,
57,A01,LAUTTASAAREN SILTA,25494426,6672169,10,2013,921,125,33,1,59,30,0,1139,,,,,,,,,,,,,,,,
58,A01,LAUTTASAAREN SILTA,25494426,6672169,11,2013,609,123,24,9,44,5,0,809,,,,,,,,,,,,,,,,
59,A01,LAUTTASAAREN SILTA,25494426,6672169,12,2013,688,128,27,2,39,12,0,884,,,,,,,,,,,,,,,,
60,A01,LAUTTASAAREN SILTA,25494426,6672169,13,2013,784,138,28,0,42,11,0,992,,,,,,,,,,,,,,,,
61,A01,LAUTTASAAREN SILTA,25494426,6672169,14,2013,715,125,29,0,53,20,0,922,,,,,,,,,,,,,,,,
62,A01,LAUTTASAAREN SILTA,25494426,6672169,15,2013,752,110,34,2,55,26,0,953,,,,,,,,,,,,,,,,
63,A01,LAUTTASAAREN SILTA,25494426,6672169,16,2013,906,109,14,1,60,35,0,1090,,,,,,,,,,,,,,,,
64,A01,LAUTTASAAREN SILTA,25494426,6672169,17,2013,1075,76,6,3,69,40,0,1229,,,,,,,,,,,,,,,,
65,A01,LAUTTASAAREN SILTA,25494426,6672169,18,2013,1038,69,7,1,73,39,0,1188,,,,,,,,,,,,,,,,
66,A01,LAUTTASAAREN SILTA,25494426,6672169,19,2013,907,47,5,1,68,24,0,1028,,,,,,,,,,,,,,,,
67,A01,LAUTTASAAREN SILTA,25494426,6672169,20,2013,780,50,10,1,48,8,0,889,,,,,,,,,,,,,,,,
68,A01,LAUTTASAAREN SILTA,25494426,6672169,21,2013,651,48,11,0,39,3,0,749,,,,,,,,,,,,,,,,
69,A01,LAUTTASAAREN SILTA,25494426,6672169,22,2013,485,36,7,0,30,0,0,558,,,,,,,,,,,,,,,,
70,A01,LAUTTASAAREN SILTA,25494426,6672169,23,2013,285,23,4,0,17,0,0,329,,,,,,,,,,,,,,,,
71,A01,LAUTTASAAREN SILTA,25494426,6672169,24,2013,189,14,2,0,12,0,0,217,,,,,,,,,,,,,,,,
72,A01,LAUTTASAAREN SILTA,25494426,6672169,1,2014,80,6,1,0,6,0,0,93,,,,,,,,,,,,,,,,
73,A01,LAUTTASAAREN SILTA,25494426,6672169,2,2014,63,5,1,0,4,0,0,73,,,,,,,,,,,,,,,,
74,A01,LAUTTASAAREN SILTA,25494426,6672169,3,2014,32,2,0,0,2,0,0,36,,,,,,,,,,,,,,,,
75,A01,LAUTTASAAREN SILTA,25494426,6672169,4,2014,30,2,0,0,2,0,0,34,,,,,,,,,,,,,,,,
76,A01,LAUTTASAAREN SILTA,25494426,6672169,5,2014,34,2,0,0,2,0,0,38,,,,,,,,,,,,,,,,
77,A01,LAUTTASAAREN SILTA,25494426,6672169,6,2014,90,6,2,0,5,0,0,103,,,,,,,,,,,,,,,,
78,A01,LAUTTASAAREN SILTA,25494426,6672169,7,2014,262,30,14,0,65,4,0,371,,,,,,,,,,,,,,,,
79,A01,LAUTTASAAREN SILTA,25494426,6672169,8,2014,643,82,33,0,62,20,0,820,,,,,,,,,,,,,,,,
80,A01,LAUTTASAAREN SILTA,25494426,6672169,9,2014,1169,102,19,2,62,22,0,1354,,,,,,,,,,,,,,,,
81,A01,LAUTTASAAREN SILTA,25494426,6672169,10,2014,824,114,31,1,54,30,0,1024,,,,,,,,,,,,,,,,
82,A01,LAUTTASAAREN SILTA,25494426,6672169,11,2014,642,130,25,10,46,5,0,853,,,,,,,,,,,,,,,,
83,A01,LAUTTASAAREN SILTA,25494426,6672169,12,2014,791,147,31,2,46,12,0,1017,,,,,,,,,,,,,,,,
84,A01,LAUTTASAAREN SILTA,25494426,6672169,13,2014,802,141,30,0,43,11,0,1016,,,,,,,,,,,,,,,,
85,A01,LAUTTASAAREN SILTA,25494426,6672169,14,2014,776,136,32,0,57,20,0,1001,,,,,,,,,,,,,,,,
86,A01,LAUTTASAAREN SILTA,25494426,6672169,15,2014,807,119,37,2,58,26,0,1023,,,,,,,,,,,,,,,,
87,A01,LAUTTASAAREN SILTA,25494426,6672169,16,2014,979,115,15,1,65,35,0,1175,,,,,,,,,,,,,,,,
88,A01,LAUTTASAAREN SILTA,25494426,6672169,17,2014,1171,84,6,3,75,40,0,1339,,,,,,,,,,,,,,,,
89,A01,LAUTTASAAREN SILTA,25494426,6672169,18,2014,1062,70,7,1,73,39,0,1213,,,,,,,,,,,,,,,,
90,A01,LAUTTASAAREN SILTA,25494426,6672169,19,2014,965,50,5,1,72,24,0,1093,,,,,,,,,,,,,,,,
91,A01,LAUTTASAAREN SILTA,25494426,6672169,20,2014,683,43,9,1,42,8,0,778,,,,,,,,,,,,,,,,
92,A01,LAUTTASAAREN SILTA,25494426,6672169,21,2014,655,48,11,0,40,3,0,754,,,,,,,,,,,,,,,,
93,A01,LAUTTASAAREN SILTA,25494426,6672169,22,2014,453,34,7,0,28,0,0,522,,,,,,,,,,,,,,,,
94,A01,LAUTTASAAREN SILTA,25494426,6672169,23,2014,295,23,4,0,19,0,0,341,,,,,,,,,,,,,,,,
95,A01,LAUTTASAAREN SILTA,25494426,6672169,24,2014,172,13,2,0,11,0,0,198,,,,,,,,,,,,,,,,
96,A01,LAUTTASAAREN SILTA,25494426,6672169,1,2015,75,5,0,0,5,0,0,85,,,,,,,,,,,,,,,,
97,A01,LAUTTASAAREN SILTA,25494426,6672169,2,2015,70,6,2,0,4,0,0,82,,,,,,,,,,,,,,,,
98,A01,LAUTTASAAREN SILTA,25494426,6672169,3,2015,35,2,0,0,2,0,0,39,,,,,,,,,,,,,,,,
99,A01,LAUTTASAAREN SILTA,25494426,6672169,4,2015,27,2,0,0,2,0,0,31,2738.0,6685761.0,2015.0,2.0,0.0,0.0,0.0,4.0,29.0,5.0,2.0,50.0,,,E,LAUTTASAAREN SILTA
100,A01,LAUTTASAAREN SILTA,25494426,6672169,5,2015,41,3,0,0,3,0,0,47,,,,,,,,,,,,,,,,
101,A01,LAUTTASAAREN SILTA,25494426,6672169,6,2015,94,7,2,0,6,0,0,109,,,,,,,,,,,,,,,,
102,A01,LAUTTASAAREN SILTA,25494426,6672169,7,2015,268,36,15,0,74,4,0,393,,,,,,,,,,,,,,,,
103,A01,LAUTTASAAREN SILTA,25494426,6672169,8,2015,639,101,25,2,62,19,0,829,,,,,,,,,,,,,,,,
104,A01,LAUTTASAAREN SILTA,25494426,6672169,9,2015,1146,110,32,4,75,25,0,1367,,,,,,,,,,,,,,,,
105,A01,LAUTTASAAREN SILTA,25494426,6672169,10,2015,799,118,36,2,57,21,0,1012,,,,,,,,,,,,,,,,
106,A01,LAUTTASAAREN SILTA,25494426,6672169,11,2015,643,134,31,0,51,13,0,859,,,,,,,,,,,,,,,,
107,A01,LAUTTASAAREN SILTA,25494426,6672169,12,2015,788,144,37,1,52,10,0,1022,,,,,,,,,,,,,,,,
108,A01,LAUTTASAAREN SILTA,25494426,6672169,13,2015,826,132,31,0,53,13,0,1042,,,,,,,,,,,,,,,,
109,A01,LAUTTASAAREN SILTA,25494426,6672169,14,2015,786,136,28,1,49,17,0,1000,,,,,,,,,,,,,,,,
110,A01,LAUTTASAAREN SILTA,25494426,6672169,15,2015,797,130,19,0,50,18,0,996,,,,,,,,,,,,,,,,
111,A01,LAUTTASAAREN SILTA,25494426,6672169,16,2015,893,126,18,1,60,24,0,1098,2827.0,6814007.0,2015.0,9.0,0.0,0.0,0.0,16.0,4.0,3.0,2.0,40.0,,,E,LAUTTASAAREN SILTA
112,A01,LAUTTASAAREN SILTA,25494426,6672169,17,2015,1089,95,11,0,61,28,0,1256,,,,,,,,,,,,,,,,
113,A01,LAUTTASAAREN SILTA,25494426,6672169,18,2015,1092,85,5,0,66,26,0,1248,,,,,,,,,,,,,,,,
114,A01,LAUTTASAAREN SILTA,25494426,6672169,19,2015,967,71,4,0,63,33,0,1105,,,,,,,,,,,,,,,,
115,A01,LAUTTASAAREN SILTA,25494426,6672169,20,2015,836,53,11,1,52,8,0,953,,,,,,,,,,,,,,,,
116,A01,LAUTTASAAREN SILTA,25494426,6672169,21,2015,606,45,10,0,37,3,0,698,,,,,,,,,,,,,,,,
117,A01,LAUTTASAAREN SILTA,25494426,6672169,22,2015,452,34,7,0,28,0,0,521,,,,,,,,,,,,,,,,
118,A01,LAUTTASAAREN SILTA,25494426,6672169,23,2015,303,23,5,0,19,0,0,350,,,,,,,,,,,,,,,,
119,A01,LAUTTASAAREN SILTA,25494426,6672169,24,2015,152,12,2,0,9,0,0,175,,,,,,,,,,,,,,,,
120,A01,LAUTTASAAREN SILTA,25494426,6672169,1,2016,74,5,0,0,5,0,0,85,,,,,,,,,,,,,,,,
121,A01,LAUTTASAAREN SILTA,25494426,6672169,2,2016,55,4,1,0,3,0,0,82,,,,,,,,,,,,,,,,
122,A01,LAUTTASAAREN SILTA,25494426,6672169,3,2016,29,2,0,0,2,0,0,39,,,,,,,,,,,,,,,,
123,A01,LAUTTASAAREN SILTA,25494426,6672169,4,2016,31,3,0,0,2,0,0,31,,,,,,,,,,,,,,,,
124,A01,LAUTTASAAREN SILTA,25494426,6672169,5,2016,41,3,0,0,2,0,0,47,,,,,,,,,,,,,,,,
125,A01,LAUTTASAAREN SILTA,25494426,6672169,6,2016,93,6,2,0,6,0,0,109,,,,,,,,,,,,,,,,
126,A01,LAUTTASAAREN SILTA,25494426,6672169,7,2016,257,35,15,0,67,4,0,393,,,,,,,,,,,,,,,,
127,A01,LAUTTASAAREN SILTA,25494426,6672169,8,2016,677,103,27,2,67,19,0,829,,,,,,,,,,,,,,,,
128,A01,LAUTTASAAREN SILTA,25494426,6672169,9,2016,1087,107,29,4,72,25,0,1367,,,,,,,,,,,,,,,,
129,A01,LAUTTASAAREN SILTA,25494426,6672169,10,2016,830,122,37,2,58,21,0,1012,,,,,,,,,,,,,,,,
130,A01,LAUTTASAAREN SILTA,25494426,6672169,11,2016,643,134,30,0,52,13,0,859,,,,,,,,,,,,,,,,
131,A01,LAUTTASAAREN SILTA,25494426,6672169,12,2016,775,143,37,1,52,10,0,1022,,,,,,,,,,,,,,,,
132,A01,LAUTTASAAREN SILTA,25494426,6672169,13,2016,765,123,30,0,49,13,0,1042,2999.0,7432154.0,2016.0,6.0,0.0,0.0,0.0,13.0,81.0,1.0,1.0,80.0,47227.0,3354.0,E,LAUTTASAAREN SILTA
133,A01,LAUTTASAAREN SILTA,25494426,6672169,14,2016,714,123,26,1,44,17,0,1000,,,,,,,,,,,,,,,,
134,A01,LAUTTASAAREN SILTA,25494426,6672169,15,2016,814,133,18,0,50,18,0,996,,,,,,,,,,,,,,,,
135,A01,LAUTTASAAREN SILTA,25494426,6672169,16,2016,985,141,22,1,65,24,0,1098,,,,,,,,,,,,,,,,
136,A01,LAUTTASAAREN SILTA,25494426,6672169,17,2016,1096,94,10,0,63,28,0,1256,,,,,,,,,,,,,,,,
137,A01,LAUTTASAAREN SILTA,25494426,6672169,18,2016,1030,78,5,0,63,26,0,1248,,,,,,,,,,,,,,,,
138,A01,LAUTTASAAREN SILTA,25494426,6672169,19,2016,812,59,4,0,53,33,0,1105,,,,,,,,,,,,,,,,
139,A01,LAUTTASAAREN SILTA,25494426,6672169,20,2016,789,49,10,1,49,8,0,953,,,,,,,,,,,,,,,,
140,A01,LAUTTASAAREN SILTA,25494426,6672169,21,2016,654,49,10,0,40,3,0,698,,,,,,,,,,,,,,,,
141,A01,LAUTTASAAREN SILTA,25494426,6672169,22,2016,475,36,7,0,29,0,0,521,,,,,,,,,,,,,,,,
142,A01,LAUTTASAAREN SILTA,25494426,6672169,23,2016,256,20,4,0,16,0,0,350,,,,,,,,,,,,,,,,
143,A01,LAUTTASAAREN SILTA,25494426,6672169,24,2016,177,14,2,0,11,0,0,175,,,,,,,,,,,,,,,,
144,A02,LAPINLAHDEN SILTA,25494579,6672693,1,2011,274,14,3,5,15,0,0,311,,,,,,,,,,,,,,,,
145,A02,LAPINLAHDEN SILTA,25494579,6672693,2,2011,174,8,2,4,10,0,0,198,,,,,,,,,,,,,,,,
146,A02,LAPINLAHDEN SILTA,25494579,6672693,3,2011,102,5,1,2,6,0,0,116,,,,,,,,,,,,,,,,
147,A02,LAPINLAHDEN SILTA,25494579,6672693,4,2011,89,4,2,2,4,0,0,101,,,,,,,,,,,,,,,,
148,A02,LAPINLAHDEN SILTA,25494579,6672693,5,2011,91,5,0,2,5,0,0,103,,,,,,,,,,,,,,,,
149,A02,LAPINLAHDEN SILTA,25494579,6672693,6,2011,277,13,2,5,15,0,0,312,,,,,,,,,,,,,,,,
150,A02,LAPINLAHDEN SILTA,25494579,6672693,7,2011,1227,327,56,37,121,6,0,1768,,,,,,,,,,,,,,,,
151,A02,LAPINLAHDEN SILTA,25494579,6672693,8,2011,3501,264,62,61,226,42,0,4114,,,,,,,,,,,,,,,,
152,A02,LAPINLAHDEN SILTA,25494579,6672693,9,2011,4841,237,72,35,254,42,0,5439,,,,,,,,,,,,,,,,
153,A02,LAPINLAHDEN SILTA,25494579,6672693,10,2011,3060,292,78,27,203,39,0,3660,,,,,,,,,,,,,,,,
154,A02,LAPINLAHDEN SILTA,25494579,6672693,11,2011,2044,356,67,29,136,31,0,2632,,,,,,,,,,,,,,,,
155,A02,LAPINLAHDEN SILTA,25494579,6672693,12,2011,2296,331,89,20,114,17,0,2850,,,,,,,,,,,,,,,,
156,A02,LAPINLAHDEN SILTA,25494579,6672693,13,2011,2396,283,83,36,123,17,0,2921,,,,,,,,,,,,,,,,
157,A02,LAPINLAHDEN SILTA,25494579,6672693,14,2011,2348,281,94,76,126,26,0,2925,,,,,,,,,,,,,,,,
158,A02,LAPINLAHDEN SILTA,25494579,6672693,15,2011,2574,331,99,32,159,30,0,3195,,,,,,,,,,,,,,,,
159,A02,LAPINLAHDEN SILTA,25494579,6672693,16,2011,3753,326,68,41,210,50,0,4398,,,,,,,,,,,,,,,,
160,A02,LAPINLAHDEN SILTA,25494579,6672693,17,2011,4568,219,52,54,261,58,0,5154,,,,,,,,,,,,,,,,
161,A02,LAPINLAHDEN SILTA,25494579,6672693,18,2011,4064,138,36,49,203,68,0,4490,,,,,,,,,,,,,,,,
162,A02,LAPINLAHDEN SILTA,25494579,6672693,19,2011,3047,124,33,20,177,72,0,3401,,,,,,,,,,,,,,,,
163,A02,LAPINLAHDEN SILTA,25494579,6672693,20,2011,2435,126,10,65,68,8,0,2704,,,,,,,,,,,,,,,,
164,A02,LAPINLAHDEN SILTA,25494579,6672693,21,2011,2206,102,20,38,115,8,0,2481,,,,,,,,,,,,,,,,
165,A02,LAPINLAHDEN SILTA,25494579,6672693,22,2011,1582,72,14,27,83,2,0,1778,,,,,,,,,,,,,,,,
166,A02,LAPINLAHDEN SILTA,25494579,6672693,23,2011,936,44,8,17,49,1,0,1054,,,,,,,,,,,,,,,,
167,A02,LAPINLAHDEN SILTA,25494579,6672693,24,2011,684,32,7,13,37,1,0,773,,,,,,,,,,,,,,,,
168,A02,LAPINLAHDEN SILTA,25494579,6672693,1,2012,311,15,3,6,17,0,0,352,,,,,,,,,,,,,,,,
169,A02,LAPINLAHDEN SILTA,25494579,6672693,2,2012,133,7,2,2,7,0,0,151,,,,,,,,,,,,,,,,
170,A02,LAPINLAHDEN SILTA,25494579,6672693,3,2012,82,4,1,2,5,0,0,94,465.0,6515943.0,2012.0,3.0,0.0,0.0,0.0,3.0,99.0,13.0,2.0,80.0,43625.0,3148.0,E,LAPINLAHDEN SILTA
171,A02,LAPINLAHDEN SILTA,25494579,6672693,4,2012,70,4,2,2,4,0,0,82,,,,,,,,,,,,,,,,
172,A02,LAPINLAHDEN SILTA,25494579,6672693,5,2012,70,3,0,2,3,0,0,78,,,,,,,,,,,,,,,,
173,A02,LAPINLAHDEN SILTA,25494579,6672693,6,2012,310,14,3,6,17,0,0,350,,,,,,,,,,,,,,,,
174,A02,LAPINLAHDEN SILTA,25494579,6672693,7,2012,1338,374,66,43,142,6,0,1963,,,,,,,,,,,,,,,,
175,A02,LAPINLAHDEN SILTA,25494579,6672693,8,2012,3537,267,64,60,233,42,0,4161,,,,,,,,,,,,,,,,
176,A02,LAPINLAHDEN SILTA,25494579,6672693,9,2012,4478,217,66,33,237,42,0,5031,,,,,,,,,,,,,,,,
177,A02,LAPINLAHDEN SILTA,25494579,6672693,10,2012,3032,289,77,27,202,39,0,3627,,,,,,,,,,,,,,,,
178,A02,LAPINLAHDEN SILTA,25494579,6672693,11,2012,2070,361,68,29,139,31,0,2667,,,,,,,,,,,,,,,,
179,A02,LAPINLAHDEN SILTA,25494579,6672693,12,2012,2283,327,88,20,113,17,0,2831,,,,,,,,,,,,,,,,
180,A02,LAPINLAHDEN SILTA,25494579,6672693,13,2012,2443,292,84,36,127,17,0,2982,,,,,,,,,,,,,,,,
181,A02,LAPINLAHDEN SILTA,25494579,6672693,14,2012,2334,280,92,75,126,26,0,2907,,,,,,,,,,,,,,,,
182,A02,LAPINLAHDEN SILTA,25494579,6672693,15,2012,2489,320,95,32,155,30,0,3091,,,,,,,,,,,,,,,,
183,A02,LAPINLAHDEN SILTA,25494579,6672693,16,2012,3844,330,70,43,210,50,0,4497,,,,,,,,,,,,,,,,
184,A02,LAPINLAHDEN SILTA,25494579,6672693,17,2012,4274,206,47,50,241,58,0,4818,,,,,,,,,,,,,,,,
185,A02,LAPINLAHDEN SILTA,25494579,6672693,18,2012,4111,137,38,50,205,68,0,4541,,,,,,,,,,,,,,,,
186,A02,LAPINLAHDEN SILTA,25494579,6672693,19,2012,3081,128,34,21,180,72,0,3444,,,,,,,,,,,,,,,,
187,A02,LAPINLAHDEN SILTA,25494579,6672693,20,2012,2392,124,10,64,66,8,0,2656,,,,,,,,,,,,,,,,
188,A02,LAPINLAHDEN SILTA,25494579,6672693,21,2012,1992,92,18,34,104,8,0,2240,466.0,6627127.0,2012.0,3.0,0.0,3.0,2.0,21.0,6.0,6.0,2.0,80.0,43625.0,3148.0,E,LAPINLAHDEN SILTA
189,A02,LAPINLAHDEN SILTA,25494579,6672693,22,2012,1439,66,12,25,74,2,0,1616,,,,,,,,,,,,,,,,
190,A02,LAPINLAHDEN SILTA,25494579,6672693,23,2012,905,42,8,16,47,1,0,1018,,,,,,,,,,,,,,,,
191,A02,LAPINLAHDEN SILTA,25494579,6672693,24,2012,494,22,4,10,27,1,0,557,,,,,,,,,,,,,,,,
192,A02,LAPINLAHDEN SILTA,25494579,6672693,1,2013,398,19,3,7,22,0,0,449,,,,,,,,,,,,,,,,
193,A02,LAPINLAHDEN SILTA,25494579,6672693,2,2013,228,11,2,4,13,0,0,258,,,,,,,,,,,,,,,,
194,A02,LAPINLAHDEN SILTA,25494579,6672693,3,2013,218,10,2,4,12,0,0,246,,,,,,,,,,,,,,,,
195,A02,LAPINLAHDEN SILTA,25494579,6672693,4,2013,158,8,2,2,8,0,0,178,,,,,,,,,,,,,,,,
196,A02,LAPINLAHDEN SILTA,25494579,6672693,5,2013,148,8,0,4,8,0,0,168,,,,,,,,,,,,,,,,
197,A02,LAPINLAHDEN SILTA,25494579,6672693,6,2013,311,14,2,5,17,0,0,349,,,,,,,,,,,,,,,,
198,A02,LAPINLAHDEN SILTA,25494579,6672693,7,2013,1247,353,61,42,135,6,0,1838,,,,,,,,,,,,,,,,
199,A02,LAPINLAHDEN SILTA,25494579,6672693,8,2013,3419,258,61,59,226,42,0,4023,,,,,,,,,,,,,,,,
200,A02,LAPINLAHDEN SILTA,25494579,6672693,9,2013,4369,215,66,34,236,42,0,4920,,,,,,,,,,,,,,,,
201,A02,LAPINLAHDEN SILTA,25494579,6672693,10,2013,3191,305,82,28,211,39,0,3817,,,,,,,,,,,,,,,,
202,A02,LAPINLAHDEN SILTA,25494579,6672693,11,2013,2165,375,71,29,144,31,0,2784,,,,,,,,,,,,,,,,
203,A02,LAPINLAHDEN SILTA,25494579,6672693,12,2013,2298,328,89,20,114,17,0,2849,,,,,,,,,,,,,,,,
204,A02,LAPINLAHDEN SILTA,25494579,6672693,13,2013,2455,291,85,37,126,17,0,2994,,,,,,,,,,,,,,,,
205,A02,LAPINLAHDEN SILTA,25494579,6672693,14,2013,2288,273,92,74,124,26,0,2851,,,,,,,,,,,,,,,,
